Patient_ID,Akkermansia,Faecalibacterium,Roseburia,Bifidobacterium,Bacteroides,Prevotella,Ruminococcus,Blautia,Collinsella,Escherichia_Shigella,Coprococcus,Alistipes,Subdoligranulum,Enterococcus,Eubacterium,Parabacteroides,Lactobacillus,Klebsiella,Streptococcus,Eggerthella,Other_Taxa
P08837,0.198,5.44,5.686,1.79,20.54,5.876,5.394,7.722,2.072,11.462,2.6,2.0,1.716,4.004,0.12,0.194,1.41,5.896,4.034,3.456,8.39
P08838,3.106,18.618,7.612,6.164,11.174,8.272,2.81,6.916,4.028,2.408,1.334,1.552,4.35,0.212,1.748,4.536,0.224,0.844,0.762,0.878,12.452
P08839,1.778,4.304,4.468,4.708,27.752,7.87,3.624,15.328,7.46,3.33,0.956,2.152,3.024,0.04,0.6,1.396,2.624,1.258,1.498,0.652,5.178
P08840,2.2,2.544,8.254,4.114,25.224,8.226,7.076,3.234,4.042,1.712,3.438,5.034,3.412,0.54,3.962,0.468,2.732,0.03,5.246,0.926,7.586
P08841,1.242,8.18,3.222,4.21,17.09,3.018,4.324,22.378,1.436,1.476,3.93,1.256,4.882,3.81,3.662,3.048,2.178,0.36,1.692,0.234,8.372
P08842,2.44,8.682,3.188,3.74,22.898,6.056,1.74,6.24,3.938,2.376,3.764,3.74,4.08,2.042,4.766,2.68,0.262,1.07,1.326,1.522,13.45
P08843,5.054,2.428,4.886,6.05,34.734,6.994,3.246,11.504,2.8,3.972,0.352,1.396,0.674,0.472,1.796,1.392,0.72,1.542,0.874,0.93,8.184
P08844,,,,,,,,,,,,,,,,,,,,,
P08845,1.052,6.138,4.364,2.432,22.93,8.678,4.864,10.246,2.268,2.366,1.608,3.018,0.75,3.356,2.216,2.8,2.298,1.33,4.196,1.852,11.238
P08846,1.04,9.686,8.542,10.468,13.84,13.546,6.968,8.074,3.246,0.33,0.786,3.268,2.776,0.252,1.286,2.932,3.43,2.862,1.34,0.058,5.27
P08847,3.428,5.286,5.66,4.198,23.26,6.992,6.386,7.64,2.262,2.85,0.384,0.536,1.554,1.42,1.378,4.272,2.052,3.242,3.852,2.264,11.084
P08848,1.794,12.172,3.532,6.754,12.882,6.954,4.892,11.58,6.714,3.196,0.36,2.244,6.474,3.466,2.45,0.816,1.574,0.122,1.994,0.574,9.456
P08849,4.32,9.85,2.41,11.442,21.906,8.16,4.48,8.146,0.962,0.416,0.718,2.458,2.398,0.314,0.79,1.946,1.628,1.03,1.134,0.042,15.45
P08850,0.734,6.716,2.346,2.954,25.986,8.158,2.1,11.518,2.788,6.092,1.306,3.176,3.864,0.124,3.82,4.05,0.442,0.136,3.49,1.238,8.962
P08851,5.018,10.572,3.5,4.642,22.996,9.998,3.01,10.83,1.658,1.26,2.848,3.754,1.584,0.468,0.19,0.56,5.13,0.38,0.012,0.018,11.572
P08852,1.784,8.12,2.794,2.914,12.77,8.62,2.252,8.02,5.29,3.862,3.784,3.198,5.518,3.968,6.066,2.594,1.084,0.232,1.204,0.702,15.224
P08853,6.224,16.494,6.598,3.744,14.97,3.698,7.392,5.566,1.056,1.502,2.528,1.672,3.426,0.176,1.14,7.682,0.596,0.06,6.496,0.0,8.98
P08854,0.824,4.652,2.836,9.69,24.868,4.756,6.858,3.692,3.452,7.722,2.394,0.376,1.99,1.166,0.71,2.846,0.682,2.728,0.676,2.012,15.07
P08855,6.96,6.254,5.708,3.264,18.674,15.872,2.096,8.502,3.56,1.436,4.732,2.39,1.87,0.588,1.216,3.016,0.34,1.166,2.47,0.02,9.866
P08856,7.008,3.826,6.652,8.332,16.8,6.918,3.158,12.578,1.444,0.372,9.046,1.756,1.23,1.5,2.522,1.342,1.714,1.284,1.076,3.432,8.01
P08857,1.53,4.444,5.224,4.506,24.636,14.454,3.228,10.626,1.588,1.698,1.926,2.208,3.37,1.358,0.844,0.396,0.11,0.028,2.698,1.386,13.742
P08858,1.59,6.632,7.588,5.184,20.65,5.398,1.844,9.694,6.578,2.464,0.516,0.15,2.166,2.754,2.168,4.328,2.744,0.102,3.376,0.41,13.664
P08859,1.084,10.498,0.6,2.31,19.6,14.964,3.706,12.614,5.494,4.0,3.084,1.206,1.036,0.688,2.314,2.372,3.2,0.276,1.642,0.084,9.228
P08860,5.914,15.59,7.37,6.984,8.9,4.406,7.16,7.09,3.286,0.378,3.374,2.558,4.528,0.128,1.968,0.892,5.482,1.58,1.196,0.724,10.492
P08861,3.022,10.238,5.31,7.752,19.038,5.692,3.282,9.816,4.994,2.78,2.442,4.47,0.224,1.848,0.486,2.43,2.314,0.652,0.796,0.0,12.414
P08862,0.842,2.578,1.476,5.904,26.636,8.506,2.718,6.934,5.388,4.424,2.54,2.37,4.504,2.7,0.068,2.404,1.612,2.558,8.108,0.254,7.476
P08863,0.526,9.784,3.054,6.898,25.59,10.444,1.304,8.492,1.924,4.472,1.726,1.106,2.166,7.836,1.338,3.072,1.08,0.074,2.41,0.714,5.99
P08864,2.74,10.706,11.252,4.03,13.682,5.96,4.702,17.858,1.86,0.308,4.384,0.79,5.654,0.128,0.472,1.68,1.172,0.0,2.268,0.764,9.59
P08865,3.47,3.72,1.004,3.552,26.082,7.81,4.296,12.344,2.368,2.28,6.922,7.456,1.66,1.768,0.614,2.286,0.75,0.504,1.436,0.532,9.146
P08866,,,,,,,,,,,,,,,,,,,,,
P08867,3.87,16.118,5.788,4.94,14.566,9.62,4.104,8.446,2.728,2.03,4.526,0.776,3.556,0.086,2.82,2.142,1.946,1.59,4.41,0.294,5.644
P08868,0.434,7.826,1.56,1.178,21.806,8.974,2.662,12.806,6.028,3.478,0.352,1.504,2.882,2.416,2.894,1.832,2.324,5.242,2.528,1.38,9.894
P08869,1.916,4.37,1.036,3.96,21.032,3.972,4.586,14.662,5.242,2.222,7.888,1.446,3.376,1.714,3.65,2.61,2.036,2.638,1.458,0.27,9.916
P08870,5.986,7.28,1.652,5.604,13.716,12.956,8.744,3.174,1.366,0.326,2.05,2.238,2.572,1.108,2.606,2.612,0.722,0.212,2.854,1.822,20.4
P08871,9.092,5.022,2.226,2.9,25.002,15.062,1.236,5.734,4.916,1.006,1.596,1.706,5.452,2.338,1.194,1.084,0.394,5.392,1.934,1.112,5.602
P08872,5.02,10.27,3.384,9.39,16.392,4.846,5.796,9.092,2.946,1.258,2.97,5.2,4.576,0.064,2.42,4.522,0.63,1.77,1.538,0.806,7.11
P08873,2.414,14.974,1.948,2.438,23.422,7.18,4.816,12.056,2.448,0.014,4.134,2.358,3.328,0.058,0.964,2.8,4.36,0.896,0.398,0.048,8.946
P08874,5.368,9.08,3.3,5.32,20.778,5.644,3.504,8.908,1.014,0.836,4.646,1.008,3.64,0.546,3.97,0.764,0.772,0.254,1.716,1.156,17.776
P08875,1.666,14.6643,3.6061,6.4241,19.5964,5.7821,4.3941,9.9042,2.286,2.458,1.626,8.3022,4.1201,0.064,1.968,4.0741,0.288,0.32,0.374,0.0,8.0822
P08876,4.848,5.33,1.52,8.288,17.634,11.532,7.318,6.404,2.14,1.652,1.276,8.992,2.014,0.136,1.536,4.958,0.596,0.056,0.768,0.946,12.056
P08877,2.098,9.87,8.084,11.374,14.172,5.306,1.65,7.02,2.254,0.022,2.13,2.45,0.938,0.282,1.02,5.79,0.328,0.738,3.612,0.122,20.74
P08878,1.72,7.636,3.638,8.054,18.49,9.996,5.248,8.34,2.498,5.492,0.302,0.85,2.752,1.288,1.32,1.944,2.958,0.678,4.812,0.184,11.8
P08879,4.186,12.914,4.84,6.34,21.1,7.69,1.73,7.672,1.918,0.39,4.434,3.07,0.712,0.204,1.466,2.476,3.768,0.042,1.944,0.01,13.094
P08880,1.858,7.416,3.428,7.61,28.898,9.222,6.964,6.074,4.66,2.734,1.334,1.85,4.478,0.964,0.14,0.876,1.052,0.048,1.354,0.25,8.79
P08881,2.434,11.78,1.898,4.626,10.382,6.74,5.344,13.36,4.608,2.378,2.89,2.118,2.426,0.456,2.336,5.382,1.27,6.466,3.14,1.132,8.834
P08882,2.804,4.63,3.378,3.576,33.16,6.858,1.258,6.842,2.05,0.394,2.86,1.2,2.448,2.334,1.606,3.21,0.518,2.404,3.438,0.528,14.504
P08883,1.708,2.954,1.488,1.844,18.706,14.512,1.654,12.864,3.424,2.168,2.834,3.046,3.564,1.256,0.684,0.87,3.788,2.072,1.436,0.448,18.68
P08884,1.396,5.042,5.318,3.226,25.856,3.156,3.67,9.264,3.338,1.4,2.99,4.064,1.492,0.374,2.046,6.996,1.438,2.786,1.948,0.58,13.62
P08885,1.15,5.002,9.954,7.19,14.842,12.68,3.996,9.576,3.252,3.48,1.69,1.34,1.274,3.692,1.342,0.552,1.99,2.416,1.904,0.182,12.496
P08886,8.3462,14.8183,5.3121,3.8781,19.4424,6.5581,3.8541,9.2062,2.7041,1.07,0.904,3.0721,3.6361,0.252,1.71,1.528,1.672,0.0,1.698,0.014,10.3242
P08887,3.716,12.65,5.55,4.462,9.742,7.286,5.328,14.748,3.93,0.486,3.58,2.364,3.788,1.564,0.86,1.438,1.08,1.326,2.508,1.122,12.472
P08888,2.57,8.594,5.978,7.55,10.85,7.12,3.65,4.924,6.218,1.616,5.694,5.434,2.816,4.27,3.43,2.402,1.6,2.862,1.678,0.322,10.422
P08889,4.368,6.422,4.35,5.434,23.01,5.036,5.046,5.932,3.82,2.986,0.734,1.532,6.104,0.498,0.986,4.476,4.826,0.12,2.772,0.154,11.394
P08890,10.78,5.31,5.822,6.644,22.208,7.388,2.272,8.968,2.306,2.652,3.474,1.624,3.942,0.266,1.378,0.254,1.218,0.436,2.316,0.834,9.908
P08891,0.384,12.902,3.186,1.606,26.85,8.446,2.186,6.536,0.176,7.146,0.98,2.908,0.862,0.81,3.118,2.798,0.16,0.912,2.004,4.786,11.244
P08892,2.392,11.05,12.734,7.456,17.096,5.112,5.492,2.092,5.12,0.6,3.86,0.66,3.692,2.88,1.222,1.612,1.216,0.456,1.53,0.146,13.582
P08893,,,,,,,,,,,,,,,,,,,,,
P08894,2.512,4.858,0.93,1.546,30.458,11.816,2.556,10.118,0.764,0.482,7.868,2.298,2.28,3.578,0.68,3.522,0.258,0.016,0.354,0.668,12.438
P08895,0.59,9.79,3.558,3.846,22.756,9.596,3.428,8.334,3.918,1.254,3.47,3.298,3.482,2.358,1.906,1.818,3.374,0.138,2.964,0.096,10.026
P08896,1.674,6.6,7.048,4.542,25.542,2.194,0.872,16.56,2.748,2.78,0.944,1.346,1.392,1.042,1.168,1.368,0.76,2.246,5.694,0.792,12.688
P08897,4.826,4.404,5.574,9.034,14.244,7.558,4.328,6.426,3.202,2.668,1.578,2.402,4.01,1.436,0.924,2.346,0.506,0.508,4.952,0.238,18.836
P08898,,,,,,,,,,,,,,,,,,,,,
P08899,1.198,3.874,2.404,4.458,21.26,8.922,4.558,6.97,3.818,5.872,0.61,3.49,0.378,1.588,3.602,1.564,2.94,1.478,3.064,4.506,13.446
P08900,3.776,6.436,2.232,14.492,17.242,5.818,4.312,6.572,3.632,1.968,0.63,2.672,3.154,2.494,1.402,0.298,2.098,1.216,3.278,0.258,16.02
P08901,2.298,16.22,2.53,5.812,18.288,9.886,2.52,8.208,0.9,3.112,4.954,2.86,2.746,1.822,2.822,1.202,2.126,0.068,2.232,0.084,9.31
P08902,2.392,13.13,3.534,3.14,15.832,8.352,3.256,12.196,3.226,2.158,2.666,0.236,2.822,2.438,9.436,1.934,1.304,0.028,1.104,0.018,10.798
P08903,4.362,13.0,6.69,6.594,13.004,11.286,3.488,4.866,2.528,0.328,1.706,3.52,2.168,0.49,1.684,0.45,1.694,2.026,1.966,1.224,16.926
P08904,3.278,8.822,3.956,8.268,18.802,5.66,2.372,11.042,1.794,0.06,6.61,5.642,1.828,0.168,3.402,1.052,0.548,1.592,3.966,0.0,11.138
P08905,,,,,,,,,,,,,,,,,,,,,
P08906,2.354,12.866,6.062,4.778,22.246,3.03,5.462,4.176,3.56,0.512,2.6,8.718,4.036,2.47,2.094,1.898,0.952,1.944,2.846,0.282,7.114
P08907,3.872,6.042,5.978,3.92,20.924,8.574,2.178,11.88,7.314,4.936,1.19,3.8,2.23,1.212,0.648,2.53,3.646,0.734,2.888,0.062,5.442
P08908,1.236,12.054,4.712,3.244,22.362,8.186,3.602,5.116,5.798,0.894,4.092,1.912,1.686,1.956,0.51,1.456,0.448,0.092,5.72,4.856,10.068
P08909,0.534,10.108,1.62,2.794,25.434,8.01,1.22,5.362,1.856,4.968,6.232,3.336,1.938,4.932,1.634,1.406,2.36,1.934,3.416,2.596,8.31
P08910,1.716,13.606,7.588,3.844,15.854,9.374,1.82,3.534,1.342,1.432,2.034,5.546,3.482,0.764,2.904,0.648,3.554,0.846,0.718,0.862,18.532
P08911,3.316,11.458,5.512,5.64,21.206,11.63,4.918,7.912,5.354,0.76,1.972,1.79,5.744,1.306,1.346,0.498,0.488,0.236,0.828,0.366,7.72
P08912,2.448,5.198,2.716,6.206,19.886,13.748,3.756,7.16,5.528,0.962,6.29,1.068,2.478,1.792,1.322,0.964,1.938,0.764,1.778,0.284,13.714
P08913,1.462,11.484,5.154,5.242,21.04,12.1,3.456,7.114,3.02,8.176,0.998,0.748,1.374,0.574,1.28,2.632,2.15,0.224,1.22,0.466,10.086
P08914,3.322,9.73,1.434,8.466,18.916,7.19,7.556,3.302,2.2,3.248,3.044,2.71,2.214,3.194,1.362,4.242,1.91,2.224,1.254,1.032,11.45
P08915,2.566,9.388,2.854,17.522,20.308,5.188,3.258,10.156,1.954,1.702,1.164,0.718,4.302,1.328,1.368,2.492,1.564,1.076,0.598,0.414,10.08
P08916,0.548,17.068,1.632,4.81,16.674,9.304,1.934,5.646,0.95,3.712,6.002,3.822,5.928,0.382,1.794,2.626,0.512,1.008,0.892,1.7,13.056
P08917,7.626,2.544,2.21,3.728,27.726,11.312,4.99,5.576,1.952,0.204,1.258,5.732,4.84,1.084,0.89,2.892,2.076,0.666,1.956,0.9,9.838
P08918,2.116,9.38,6.16,11.882,18.496,4.522,0.766,5.834,6.21,0.89,4.74,1.29,2.378,1.602,1.994,4.004,2.668,0.074,0.886,0.166,13.942
P08919,0.726,3.898,1.33,3.942,20.496,4.286,9.004,8.94,1.842,2.674,2.014,2.38,4.348,1.998,0.848,2.13,2.918,5.526,7.782,1.916,11.002
P08920,1.1,6.942,1.624,2.928,34.524,5.314,5.45,8.672,3.96,1.46,2.126,2.374,3.556,1.74,1.884,1.574,0.572,2.118,1.946,0.044,10.092
P08921,5.484,13.644,4.244,9.67,8.354,8.85,5.752,4.718,3.08,2.98,4.88,5.408,4.002,0.128,0.738,1.422,0.678,0.074,4.368,0.568,10.958
P08922,6.544,7.554,4.398,6.364,16.576,6.746,6.13,10.938,1.462,1.014,1.584,2.508,1.818,0.25,1.204,0.834,4.56,0.778,4.32,0.014,14.404
P08923,1.164,7.748,2.608,2.814,16.846,18.042,4.666,8.514,2.684,3.318,2.11,2.116,8.614,1.698,2.794,3.58,1.0,4.086,1.902,0.396,3.3
P08924,2.63,10.718,7.536,1.914,30.774,6.422,5.674,2.546,4.854,4.54,0.81,1.894,0.74,0.258,1.784,1.09,0.764,0.092,4.486,1.452,9.022
P08925,1.9841,8.2203,8.9564,3.5881,20.4468,3.9202,3.1901,14.5486,1.9041,1.9741,2.3361,1.6881,0.694,0.158,2.8841,0.364,0.5,0.0,1.6161,1.14,19.8868
P08926,1.55,7.344,4.562,11.878,20.466,6.096,5.696,9.886,2.826,4.366,1.172,0.576,1.036,1.388,1.952,2.022,2.758,0.616,1.076,0.556,12.178
P08927,1.956,9.976,4.012,5.596,29.35,9.072,4.138,6.254,0.428,1.864,1.21,1.78,3.682,0.462,0.972,2.938,0.966,0.47,0.6,0.606,13.668
P08928,6.186,11.94,4.392,5.846,17.558,9.866,4.064,13.54,0.644,0.176,1.286,5.274,2.162,1.02,1.28,0.71,2.17,0.458,2.334,0.104,8.99
P08929,2.096,15.47,3.462,5.948,16.62,5.386,8.376,13.236,1.616,1.994,0.738,4.098,1.806,1.372,2.958,0.684,0.67,0.292,2.054,0.046,11.078
P08930,3.01,10.832,2.31,6.054,22.688,15.388,5.928,4.574,1.66,0.322,1.672,1.62,0.274,1.628,4.632,1.712,0.66,0.356,4.666,0.176,9.838
P08931,2.076,6.146,1.032,1.854,26.258,10.37,2.46,16.52,3.93,6.946,1.05,1.328,0.974,1.694,0.122,2.332,0.212,5.05,1.51,1.596,6.54
P08932,,,,,,,,,,,,,,,,,,,,,
P08933,5.45,10.822,6.146,5.338,20.802,14.156,0.656,4.394,1.034,0.072,5.906,1.448,5.278,0.356,5.2,0.312,1.98,1.244,0.966,1.494,6.946
P08934,1.902,23.03,6.844,5.166,15.944,5.45,1.164,10.25,4.068,0.484,1.4,1.434,5.774,0.238,1.77,1.922,1.962,0.308,1.784,0.48,8.626
P08935,4.408,7.862,3.976,4.01,21.868,9.0,5.014,8.572,3.62,1.28,0.828,0.898,1.866,0.668,1.722,1.952,1.686,2.268,0.696,0.296,17.51
P08936,4.38,10.606,6.166,6.552,20.056,7.516,5.432,4.27,2.032,0.696,2.57,1.84,8.194,0.444,1.388,0.036,2.58,0.388,0.898,0.1,13.856
P08937,0.792,9.018,5.642,5.994,25.21,2.672,2.272,11.992,2.174,3.168,1.49,1.328,4.744,3.384,1.416,4.412,0.756,1.788,2.01,0.05,9.688
P08938,5.5301,13.1723,5.6721,12.1702,5.5761,9.5962,3.8261,5.4521,4.0221,0.528,4.3361,1.538,5.6901,0.43,1.516,3.1341,1.834,0.0,2.112,1.218,12.6463
P08939,2.334,5.468,4.706,3.472,33.522,4.856,0.97,10.294,2.62,1.094,4.406,2.708,4.522,0.14,2.368,0.726,0.644,0.986,3.182,0.696,10.286
P08940,2.484,5.904,2.26,3.05,30.476,8.242,4.002,9.006,3.136,3.848,4.798,1.706,0.96,0.496,1.944,1.288,3.95,1.658,2.492,0.898,7.402
P08941,4.15,4.062,7.396,4.952,21.868,5.124,1.578,8.316,1.938,8.46,2.22,1.946,2.742,0.85,0.166,6.658,5.296,0.124,2.378,1.102,8.674
P08942,0.866,5.822,4.398,3.866,28.554,4.818,2.036,10.884,5.876,1.81,0.972,1.376,3.62,1.636,2.2,1.164,0.818,0.428,2.916,1.544,14.396
P08943,1.244,11.502,10.828,5.678,16.718,5.322,6.252,7.808,3.338,3.254,1.324,2.706,4.438,0.658,1.54,0.344,2.582,0.232,1.202,0.088,12.942
P08944,5.98,14.34,5.912,5.668,21.122,3.414,1.44,5.036,2.788,2.558,5.9,1.872,0.77,0.788,3.334,0.16,1.916,0.502,1.75,0.898,13.852
P08945,2.658,14.606,5.374,5.61,9.774,5.818,5.368,6.46,2.436,0.11,4.628,6.222,6.06,0.974,0.844,2.714,0.332,0.024,1.864,1.98,16.144
P08946,1.706,13.07,3.362,7.834,23.482,3.454,3.878,8.598,2.018,0.104,0.868,2.578,0.62,1.198,6.35,3.746,0.79,1.582,3.456,0.374,10.932
P08947,1.176,8.498,3.446,4.534,15.866,10.418,6.302,8.422,2.588,1.488,2.728,5.724,4.036,0.352,2.112,1.14,1.266,1.476,3.532,0.478,14.418
P08948,0.284,6.922,6.762,2.42,24.682,5.54,3.18,11.154,2.796,3.298,3.206,6.112,0.958,2.946,0.126,0.39,2.232,0.32,5.714,1.434,9.524
P08949,4.11,6.99,3.126,3.402,16.75,9.694,3.024,17.618,2.86,2.7,0.342,2.696,4.49,0.05,1.036,7.758,2.126,1.29,1.154,0.084,8.7
P08950,1.388,7.578,12.526,4.192,17.89,13.114,1.192,10.282,2.826,2.01,0.73,1.134,1.574,2.366,0.744,1.156,4.874,0.446,4.2,1.278,8.5
P08951,1.73,5.52,7.046,7.156,23.736,4.584,3.264,8.516,2.998,1.106,3.118,0.766,0.38,3.444,4.67,1.178,0.242,0.704,2.902,3.848,13.092
P08952,,,,,,,,,,,,,,,,,,,,,
P08953,3.514,9.654,9.626,4.628,17.398,8.648,0.238,9.454,2.346,6.67,1.866,1.07,2.348,1.808,5.38,4.694,0.866,0.652,1.496,0.042,7.602
P08954,4.362,3.956,2.15,4.534,29.368,10.262,1.352,4.576,2.208,4.636,2.234,3.062,0.842,3.506,1.236,2.524,0.418,3.586,1.308,0.81,13.07
P08955,4.42,6.97,4.616,3.518,29.524,2.468,1.072,12.992,4.288,4.406,2.498,1.814,3.296,0.102,0.618,2.086,2.364,0.992,4.79,0.15,7.016
P08956,2.952,10.134,4.626,3.654,16.816,16.818,0.868,10.03,2.93,0.072,1.914,3.346,2.03,0.28,3.0,2.234,1.224,0.794,0.42,0.99,14.868
P08957,1.416,7.122,7.032,9.37,17.784,7.772,1.718,12.924,2.578,0.188,0.838,4.32,6.588,0.188,3.406,1.458,2.072,0.188,1.28,0.026,11.732
P08958,0.71,18.37,1.81,2.17,22.032,8.3,2.1,5.016,0.932,2.362,0.696,1.21,0.906,3.254,1.758,0.424,8.818,1.524,6.074,0.738,10.796
P08959,1.06,4.766,4.64,4.77,40.402,6.924,3.584,7.328,1.76,1.696,2.164,1.946,2.342,0.49,0.692,4.518,2.172,1.024,0.962,0.056,6.704
P08960,2.156,8.86,2.74,2.444,16.11,9.428,6.984,7.33,6.44,0.426,5.55,2.11,8.634,0.64,4.308,1.812,2.282,0.836,1.804,0.198,8.908
P08961,4.742,12.114,3.504,8.334,11.864,6.91,4.92,19.712,5.342,0.728,0.958,3.032,1.936,1.178,1.984,1.746,1.698,0.434,0.16,2.78,5.924
P08962,4.898,15.392,2.6,9.28,20.452,6.34,3.584,6.666,3.008,0.088,1.974,3.83,2.34,2.564,3.076,3.31,1.788,0.472,0.604,0.344,7.39
P08963,0.586,16.836,1.53,4.178,23.324,8.198,2.424,6.376,2.842,4.316,3.408,0.904,2.682,2.81,1.058,3.184,0.82,0.95,1.418,0.338,11.818
P08964,1.216,5.696,5.712,3.95,15.016,7.818,2.91,4.93,4.33,3.454,1.988,7.348,5.604,1.032,2.322,5.792,0.874,0.142,3.524,1.286,15.056
P08965,1.076,10.4142,2.8541,4.7041,21.9244,9.0422,5.5661,7.3701,2.8041,3.9361,1.378,1.768,3.1141,0.0,0.148,1.74,5.0341,0.862,3.7601,0.414,12.0902
P08966,3.1221,8.2122,3.3881,7.6402,18.8364,13.5903,4.2841,6.4721,7.7062,0.176,4.1921,1.572,4.0221,0.634,0.676,3.9681,2.154,0.0,4.4001,0.506,4.4481
P08967,4.74,12.018,3.668,4.662,19.316,11.254,1.904,3.93,1.54,3.408,2.568,6.134,1.222,0.874,3.356,0.578,0.726,0.468,2.628,1.034,13.972
P08968,,,,,,,,,,,,,,,,,,,,,
P08969,1.842,2.63,8.362,2.92,28.696,5.068,4.534,5.966,3.088,5.496,3.944,2.396,3.792,0.54,1.992,0.272,3.108,0.906,2.328,1.042,11.078
P08970,3.096,4.102,5.706,4.206,23.432,14.076,2.558,9.488,1.926,3.406,1.37,0.912,4.502,1.656,3.018,2.49,3.074,1.07,3.148,0.59,6.174
P08971,1.556,13.368,1.464,8.32,21.624,11.414,3.124,4.046,2.5,1.306,0.798,0.892,5.266,0.992,1.3,1.948,0.588,1.236,1.214,0.026,17.018
P08972,2.464,4.388,2.836,3.658,30.626,11.706,2.59,12.814,1.708,1.586,0.918,2.98,1.578,2.316,1.664,1.038,1.652,0.376,0.67,0.626,11.806
P08973,2.6742,13.0748,8.8705,2.8622,17.7811,9.0565,3.7722,8.0685,1.9281,2.0961,3.5242,1.6141,1.1981,1.9701,3.2202,2.2341,2.0021,0.0,3.8122,0.076,10.1646
P08974,2.396,11.774,3.866,5.83,20.292,7.002,7.854,10.714,4.668,0.248,1.274,2.766,5.796,0.784,2.926,1.242,1.306,0.408,1.302,0.116,7.436
P08975,0.968,6.066,4.804,6.262,19.138,8.016,6.716,10.026,1.07,2.064,1.066,2.378,6.094,1.38,2.274,1.96,0.862,1.024,2.17,0.068,15.594
P08976,1.126,2.31,3.162,0.614,34.662,8.84,3.088,12.728,3.066,1.488,3.946,2.614,2.482,1.492,0.13,0.982,0.976,1.472,2.546,0.858,11.418
P08977,1.296,11.194,4.746,6.228,20.412,11.096,3.682,3.474,1.558,1.372,3.446,2.16,6.472,0.034,1.068,0.194,2.272,0.13,1.212,0.802,17.152
P08978,3.092,8.092,10.736,3.992,26.978,2.92,2.71,6.718,1.362,2.716,0.398,5.922,3.222,2.098,3.508,1.27,2.144,0.186,0.57,0.336,11.03
P08979,1.608,7.928,6.632,3.796,13.55,8.89,5.174,11.218,4.32,5.752,1.78,4.738,5.01,0.702,0.28,0.748,0.728,3.554,8.644,0.396,4.552
P08980,,,,,,,,,,,,,,,,,,,,,
P08981,7.01,14.02,2.544,7.882,15.206,5.42,3.67,10.57,1.252,0.938,5.256,2.782,3.992,0.022,1.148,2.538,1.916,0.532,1.518,0.036,11.748
P08982,1.162,9.786,7.938,8.13,15.55,15.812,6.314,7.2,5.748,0.344,0.062,3.25,2.45,0.428,2.038,2.454,0.06,0.706,2.756,0.512,7.3
P08983,,,,,,,,,,,,,,,,,,,,,
P08984,3.456,9.362,3.068,5.242,12.166,14.218,6.364,8.318,1.53,3.644,2.086,0.884,3.762,0.328,2.644,3.14,0.486,0.24,5.948,2.11,11.004
P08985,3.712,6.456,7.934,2.838,28.534,9.336,1.26,10.764,1.238,3.248,2.238,0.992,3.27,0.674,0.466,2.74,1.184,4.284,2.526,0.092,6.214
P08986,1.296,11.49,5.726,4.162,24.664,5.976,4.06,4.174,3.526,0.986,3.842,3.294,3.086,2.19,0.398,1.728,0.728,1.182,0.168,1.502,15.822
P08987,1.154,17.074,9.228,10.616,11.91,10.854,2.57,6.548,1.78,0.742,4.686,0.618,2.382,0.064,3.504,2.934,2.46,0.33,1.254,0.312,8.98
P08988,3.744,13.812,4.646,5.382,10.088,12.688,9.568,12.688,1.788,1.532,0.492,1.354,4.46,0.2,0.916,0.636,0.342,0.0,0.84,0.622,14.202
P08989,1.29,13.266,4.304,1.494,14.82,10.62,2.3,12.314,4.75,1.07,3.342,2.152,1.796,1.652,2.184,4.334,2.256,1.15,1.692,1.526,11.688
P08990,0.826,13.126,8.99,4.3,27.522,5.052,0.72,7.422,3.942,0.29,1.208,0.076,2.286,2.752,3.656,2.014,4.33,0.262,0.64,0.412,10.174
P08991,6.682,6.506,8.118,6.69,9.522,9.276,3.77,6.824,1.674,4.886,3.626,4.882,3.09,1.758,3.626,2.248,2.838,1.756,1.756,0.116,10.356
P08992,5.278,9.356,4.67,3.774,12.17,10.102,1.982,6.844,3.926,2.61,0.47,1.066,2.602,4.416,6.324,4.848,1.656,4.708,2.58,0.812,9.806
P08993,2.496,17.224,2.64,0.284,24.898,1.308,1.338,10.302,4.226,1.048,0.732,4.074,1.348,0.08,4.026,3.872,0.176,0.372,1.64,0.228,17.688
P08994,3.9,5.796,1.93,3.24,29.166,4.67,1.928,7.29,8.054,1.03,1.442,2.04,5.152,0.95,0.934,2.92,3.458,3.878,4.354,0.794,7.074
P08995,3.166,12.862,3.394,4.568,18.802,4.086,3.644,11.41,9.436,1.218,0.974,2.62,4.712,0.168,7.148,0.34,1.612,0.362,1.382,0.634,7.462
P08996,0.306,2.66,4.708,0.382,26.902,10.836,3.552,14.508,2.694,2.996,0.87,0.934,2.794,3.1,1.198,5.686,0.718,1.532,1.732,1.628,10.264
P08997,0.856,11.402,6.606,1.738,23.148,9.472,0.718,12.402,1.304,0.46,1.342,2.928,1.322,0.246,4.41,3.118,3.736,0.14,1.058,0.032,13.562
P08998,1.866,14.748,5.794,4.022,22.936,9.756,5.246,4.264,2.19,2.946,2.926,1.188,1.62,0.81,0.56,0.61,4.866,0.906,7.894,0.508,4.344
P08999,1.1921,5.1624,7.4826,6.3165,32.6706,6.4185,2.7862,6.4765,4.3243,1.1901,1.0201,2.3542,2.8642,0.018,2.9982,0.8421,0.354,0.0,2.4482,0.9381,12.143
